date_index,AverageWeeklyHours,ChallengerJobCuts,UnemploymentRate,7YearNoteAuction,CoreCPIMoM,FedInterestRateDecision,BloombergConsumerConfidence,MichiganInflationExpectations,ChicagoPMI,MBA30YearMortgageRate,EIAWeeklyDistillatesStocks,DomesticTruckSales,TradeBalance
2019-10-02,34.4,53.480K,3.70%,1.63%,0.30%,2.00%,59.5,2.80%,47.1,3.99%,-2.418M,9.50M,-54.00B
2019-10-03,34.4,41.557K,3.70%,1.63%,0.30%,2.00%,59.5,2.80%,47.1,3.99%,-2.418M,9.50M,-54.00B
2019-10-04,34.4,41.557K,3.50%,1.63%,0.30%,2.00%,59.5,2.80%,47.1,3.99%,-2.418M,9.50M,-54.90B
2019-10-07,34.4,41.557K,3.50%,1.63%,0.30%,2.00%,59.5,2.80%,47.1,3.99%,-2.418M,9.50M,-54.90B
2019-10-08,34.4,41.557K,3.50%,1.63%,0.30%,2.00%,59.5,2.80%,47.1,3.99%,-2.418M,9.50M,-54.90B
2019-10-09,34.4,41.557K,3.50%,1.63%,0.30%,2.00%,59.5,2.80%,47.1,3.90%,-3.943M,9.50M,-54.90B
2019-10-10,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.80%,47.1,3.90%,-3.943M,9.50M,-54.90B
2019-10-11,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.90%,-3.943M,9.50M,-54.90B
2019-10-14,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.90%,-3.943M,9.50M,-54.90B
2019-10-15,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.90%,-3.943M,9.50M,-54.90B
2019-10-16,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.92%,-3.943M,9.50M,-54.90B
2019-10-17,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.92%,-3.823M,9.50M,-54.90B
2019-10-18,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.92%,-3.823M,9.50M,-54.90B
2019-10-21,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.92%,-3.823M,9.50M,-54.90B
2019-10-22,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,3.92%,-3.823M,9.50M,-54.90B
2019-10-23,34.4,41.557K,3.50%,1.63%,0.10%,2.00%,59.5,2.50%,47.1,4.02%,-2.715M,9.50M,-54.90B
2019-10-24,34.4,41.557K,3.50%,1.66%,0.10%,2.00%,59.5,2.50%,47.1,4.02%,-2.715M,9.50M,-54.90B
2019-10-25,34.4,41.557K,3.50%,1.66%,0.10%,2.00%,59.5,2.50%,47.1,4.02%,-2.715M,9.50M,-54.90B
2019-10-28,34.4,41.557K,3.50%,1.66%,0.10%,2.00%,59.5,2.50%,47.1,4.02%,-2.715M,9.50M,-54.90B
2019-10-29,34.4,41.557K,3.50%,1.66%,0.10%,2.00%,59.5,2.50%,47.1,4.02%,-2.715M,9.50M,-54.90B
2019-10-30,34.4,41.557K,3.50%,1.66%,0.10%,1.75%,59.5,2.50%,47.1,4.05%,-1.032M,9.50M,-54.90B
2019-10-31,34.4,50.275K,3.50%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,4.05%,-1.032M,9.50M,-54.90B
2019-11-01,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,4.05%,-1.032M,9.50M,-54.90B
2019-11-04,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,4.05%,-1.032M,9.50M,-54.90B
2019-11-05,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,4.05%,-1.032M,9.50M,-52.50B
2019-11-06,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,3.98%,-0.622M,9.50M,-52.50B
2019-11-07,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,3.98%,-0.622M,9.50M,-52.50B
2019-11-08,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,3.98%,-0.622M,9.50M,-52.50B
2019-11-11,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,3.98%,-0.622M,9.50M,-52.50B
2019-11-12,34.4,50.275K,3.60%,1.66%,0.10%,1.75%,59.5,2.50%,43.2,3.98%,-0.622M,9.50M,-52.50B
2019-11-13,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,4.03%,-0.622M,9.50M,-52.50B
2019-11-14,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,4.03%,-2.477M,9.50M,-52.50B
2019-11-15,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,4.03%,-2.477M,9.50M,-52.50B
2019-11-18,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,4.03%,-2.477M,9.50M,-52.50B
2019-11-19,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,4.03%,-2.477M,9.50M,-52.50B
2019-11-20,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,3.99%,-0.974M,9.50M,-52.50B
2019-11-21,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,3.99%,-0.974M,9.50M,-52.50B
2019-11-22,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,3.99%,-0.974M,9.50M,-52.50B
2019-11-25,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,3.99%,-0.974M,9.50M,-52.50B
2019-11-26,34.4,50.275K,3.60%,1.66%,0.20%,1.75%,59.5,2.50%,43.2,3.99%,-0.974M,9.50M,-52.50B
2019-11-27,34.4,50.275K,3.60%,1.72%,0.20%,1.75%,59.5,2.50%,46.3,3.97%,0.725M,9.50M,-52.50B
2019-11-30,34.4,50.275K,3.60%,1.72%,0.20%,1.75%,59.5,2.50%,46.3,3.97%,0.725M,9.50M,-52.50B
2019-12-02,34.4,50.275K,3.60%,1.72%,0.20%,1.75%,59.5,2.50%,46.3,3.97%,0.725M,9.50M,-52.50B
2019-12-03,34.4,50.275K,3.60%,1.72%,0.20%,1.75%,59.5,2.50%,46.3,3.97%,0.725M,9.50M,-52.50B
2019-12-04,34.4,50.275K,3.60%,1.72%,0.20%,1.75%,59.5,2.50%,46.3,3.97%,3.063M,9.50M,-52.50B
2019-12-05,34.4,44.569K,3.60%,1.72%,0.20%,1.75%,59.5,2.50%,46.3,3.97%,3.063M,9.50M,-47.20B
2019-12-06,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.97%,3.063M,9.50M,-47.20B
2019-12-09,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.97%,3.063M,9.50M,-47.20B
2019-12-10,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.97%,3.063M,9.50M,-47.20B
2019-12-11,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,4.118M,9.50M,-47.20B
2019-12-12,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,4.118M,9.50M,-47.20B
2019-12-13,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,4.118M,9.50M,-47.20B
2019-12-16,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,4.118M,9.50M,-47.20B
2019-12-17,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,4.118M,9.50M,-47.20B
2019-12-18,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,1.509M,9.50M,-47.20B
2019-12-19,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.40%,46.3,3.98%,1.509M,9.50M,-47.20B
2019-12-20,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.30%,46.3,3.98%,1.509M,9.50M,-47.20B
2019-12-23,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.30%,46.3,3.98%,1.509M,9.50M,-47.20B
2019-12-24,34.4,44.569K,3.50%,1.72%,0.20%,1.75%,59.5,2.30%,46.3,3.98%,1.509M,9.50M,-47.20B
2019-12-26,34.4,44.569K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,46.3,3.99%,1.509M,9.50M,-47.20B
2019-12-27,34.4,44.569K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,46.3,3.99%,-0.152M,9.50M,-47.20B
2019-12-30,34.4,44.569K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.99%,-0.152M,9.50M,-47.20B
2019-12-31,34.4,44.569K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.99%,-0.152M,9.50M,-47.20B
2020-01-02,34.4,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.99%,-0.152M,9.50M,-47.20B
2020-01-03,34.4,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.99%,8.776M,9.50M,-47.20B
2020-01-06,34.4,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.99%,8.776M,9.50M,-47.20B
2020-01-07,34.4,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.99%,8.776M,9.50M,-43.10B
2020-01-08,34.4,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.91%,5.330M,9.50M,-43.10B
2020-01-09,34.4,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.91%,5.330M,9.50M,-43.10B
2020-01-10,34.3,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.91%,5.330M,9.50M,-43.10B
2020-01-13,34.3,32.843K,3.50%,1.84%,0.20%,1.75%,59.5,2.30%,48.9,3.91%,5.330M,9.50M,-43.10B
2020-01-14,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.30%,48.9,3.91%,5.330M,9.50M,-43.10B
2020-01-15,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.30%,48.9,3.87%,8.171M,9.50M,-43.10B
2020-01-16,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.30%,48.9,3.87%,8.171M,9.50M,-43.10B
2020-01-17,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,8.171M,9.50M,-43.10B
2020-01-20,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,8.171M,9.50M,-43.10B
2020-01-21,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,8.171M,9.50M,-43.10B
2020-01-22,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,8.171M,9.50M,-43.10B
2020-01-23,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,-1.185M,9.50M,-43.10B
2020-01-24,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,-1.185M,9.50M,-43.10B
2020-01-27,34.3,32.843K,3.50%,1.84%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,-1.185M,9.50M,-43.10B
2020-01-28,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,48.9,3.87%,-1.185M,9.50M,-43.10B
2020-01-29,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,48.9,3.81%,-1.289M,9.50M,-43.10B
2020-01-30,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,48.9,3.81%,-1.289M,9.50M,-43.10B
2020-01-31,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.81%,-1.289M,9.50M,-43.10B
2020-02-03,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.81%,-1.289M,9.50M,-43.10B
2020-02-04,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.81%,-1.289M,9.50M,-43.10B
2020-02-05,34.3,32.843K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.71%,-1.512M,9.50M,-48.90B
2020-02-06,34.3,67.735K,3.50%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.71%,-1.512M,9.50M,-48.90B
2020-02-07,34.3,67.735K,3.60%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.71%,-1.512M,9.50M,-48.90B
2020-02-10,34.3,67.735K,3.60%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.71%,-1.512M,9.50M,-48.90B
2020-02-11,34.3,67.735K,3.60%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.71%,-1.512M,9.50M,-48.90B
2020-02-12,34.3,67.735K,3.60%,1.57%,0.10%,1.75%,59.5,2.50%,42.9,3.72%,-2.013M,9.50M,-48.90B
2020-02-13,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.72%,-2.013M,9.50M,-48.90B
2020-02-14,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.72%,-2.013M,9.50M,-48.90B
2020-02-17,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.72%,-2.013M,9.50M,-48.90B
2020-02-18,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.72%,-2.013M,9.50M,-48.90B
2020-02-19,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.77%,-2.013M,9.50M,-48.90B
2020-02-20,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.77%,-0.636M,9.50M,-48.90B
2020-02-21,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.77%,-0.636M,9.50M,-48.90B
2020-02-24,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.77%,-0.636M,9.50M,-48.90B
2020-02-25,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.77%,-0.636M,9.50M,-48.90B
2020-02-26,34.3,67.735K,3.60%,1.57%,0.20%,1.75%,59.5,2.50%,42.9,3.73%,-2.114M,9.50M,-48.90B
2020-02-27,34.3,67.735K,3.60%,1.25%,0.20%,1.75%,59.5,2.50%,42.9,3.73%,-2.114M,9.50M,-48.90B
2020-02-28,34.3,67.735K,3.60%,1.25%,0.20%,1.75%,59.5,2.40%,49.0,3.73%,-2.114M,9.50M,-48.90B
2020-02-29,34.3,67.735K,3.60%,1.25%,0.20%,1.75%,59.5,2.40%,49.0,3.73%,-2.114M,9.50M,-48.90B
2020-03-02,34.3,67.735K,3.60%,1.25%,0.20%,1.75%,59.5,2.40%,49.0,3.73%,-2.114M,9.50M,-48.90B
2020-03-03,34.3,67.735K,3.60%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.73%,-2.114M,9.50M,-48.90B
2020-03-04,34.3,67.735K,3.60%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.57%,-4.008M,9.50M,-48.90B
2020-03-05,34.3,56.660K,3.60%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.57%,-4.008M,9.50M,-48.90B
2020-03-06,34.4,56.660K,3.50%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.57%,-4.008M,9.50M,-45.30B
2020-03-09,34.4,56.660K,3.50%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.57%,-4.008M,9.50M,-45.30B
2020-03-10,34.4,56.660K,3.50%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.57%,-4.008M,9.50M,-45.30B
2020-03-11,34.4,56.660K,3.50%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.47%,-6.404M,9.50M,-45.30B
2020-03-12,34.4,56.660K,3.50%,1.25%,0.20%,1.25%,59.5,2.40%,49.0,3.47%,-6.404M,9.50M,-45.30B
2020-03-13,34.4,56.660K,3.50%,1.25%,0.20%,1.25%,59.5,2.30%,49.0,3.47%,-6.404M,9.50M,-45.30B
2020-03-15,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.47%,-6.404M,9.50M,-45.30B
2020-03-16,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.47%,-6.404M,9.50M,-45.30B
2020-03-17,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.47%,-6.404M,9.50M,-45.30B
2020-03-18,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.74%,-2.940M,9.50M,-45.30B
2020-03-19,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.74%,-2.940M,9.50M,-45.30B
2020-03-20,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.74%,-2.940M,9.50M,-45.30B
2020-03-23,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.74%,-2.940M,9.50M,-45.30B
2020-03-24,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.74%,-2.940M,9.50M,-45.30B
2020-03-25,34.4,56.660K,3.50%,1.25%,0.20%,0.25%,59.5,2.30%,49.0,3.82%,-0.679M,9.50M,-45.30B
2020-03-26,34.4,56.660K,3.50%,0.68%,0.20%,0.25%,59.5,2.30%,49.0,3.82%,-0.679M,9.50M,-45.30B
2020-03-27,34.4,56.660K,3.50%,0.68%,0.20%,0.25%,59.5,2.20%,49.0,3.82%,-0.679M,9.50M,-45.30B
2020-03-30,34.4,56.660K,3.50%,0.68%,0.20%,0.25%,59.5,2.20%,49.0,3.82%,-0.679M,9.50M,-45.30B
2020-03-31,34.4,56.660K,3.50%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.82%,-0.679M,9.50M,-45.30B
2020-04-01,34.4,56.660K,3.50%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.47%,-2.194M,9.50M,-45.30B
2020-04-02,34.4,222.288K,3.50%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.47%,-2.194M,9.50M,-39.90B
2020-04-03,34.2,222.288K,4.40%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.47%,-2.194M,9.50M,-39.90B
2020-04-06,34.2,222.288K,4.40%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.47%,-2.194M,9.50M,-39.90B
2020-04-07,34.2,222.288K,4.40%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.47%,-2.194M,9.50M,-39.90B
2020-04-08,34.2,222.288K,4.40%,0.68%,0.20%,0.25%,59.5,2.20%,47.8,3.49%,0.476M,9.50M,-39.90B
2020-04-09,34.2,222.288K,4.40%,0.68%,0.20%,0.25%,59.5,2.10%,47.8,3.49%,0.476M,9.50M,-39.90B
2020-04-10,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.49%,0.476M,9.50M,-39.90B
2020-04-13,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.49%,0.476M,9.50M,-39.90B
2020-04-14,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.49%,0.476M,9.50M,-39.90B
2020-04-15,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,6.280M,9.50M,-39.90B
2020-04-16,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,6.280M,9.50M,-39.90B
2020-04-17,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,6.280M,9.50M,-39.90B
2020-04-20,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,6.280M,9.50M,-39.90B
2020-04-21,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,6.280M,9.50M,-39.90B
2020-04-22,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,7.876M,9.50M,-39.90B
2020-04-23,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,7.876M,9.50M,-39.90B
2020-04-24,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,7.876M,9.50M,-39.90B
2020-04-27,34.2,222.288K,4.40%,0.68%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,7.876M,9.50M,-39.90B
2020-04-28,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,47.8,3.45%,7.876M,9.50M,-39.90B
2020-04-29,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,47.8,3.43%,5.092M,9.50M,-39.90B
2020-04-30,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.43%,5.092M,9.50M,-39.90B
2020-05-01,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.43%,5.092M,9.50M,-39.90B
2020-05-04,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.43%,5.092M,9.50M,-39.90B
2020-05-05,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.43%,5.092M,9.50M,-44.40B
2020-05-06,34.2,222.288K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.40%,9.518M,9.50M,-44.40B
2020-05-07,34.2,671.129K,4.40%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.40%,9.518M,9.50M,-44.40B
2020-05-08,34.2,671.129K,14.70%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.40%,9.518M,9.50M,-44.40B
2020-05-11,34.2,671.129K,14.70%,0.53%,-0.10%,0.25%,59.5,2.10%,35.4,3.40%,9.518M,9.50M,-44.40B
2020-05-12,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,2.10%,35.4,3.40%,9.518M,9.50M,-44.40B
2020-05-13,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,2.10%,35.4,3.43%,3.511M,9.50M,-44.40B
2020-05-14,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,2.10%,35.4,3.43%,3.511M,9.50M,-44.40B
2020-05-15,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.43%,3.511M,9.50M,-44.40B
2020-05-18,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.43%,3.511M,9.50M,-44.40B
2020-05-19,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.43%,3.511M,9.50M,-44.40B
2020-05-20,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.41%,3.832M,9.50M,-44.40B
2020-05-21,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.41%,3.832M,9.50M,-44.40B
2020-05-22,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.41%,3.832M,9.50M,-44.40B
2020-05-25,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.41%,3.832M,9.50M,-44.40B
2020-05-26,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.41%,3.832M,9.50M,-44.40B
2020-05-27,34.2,671.129K,14.70%,0.53%,-0.40%,0.25%,59.5,3.00%,35.4,3.42%,3.832M,9.50M,-44.40B
2020-05-28,34.2,671.129K,14.70%,0.55%,-0.40%,0.25%,59.5,3.00%,35.4,3.42%,5.494M,9.50M,-44.40B
2020-05-29,34.2,671.129K,14.70%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.42%,5.494M,9.50M,-44.40B
2020-05-31,34.2,671.129K,14.70%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.42%,5.494M,9.50M,-44.40B
2020-06-01,34.2,671.129K,14.70%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.42%,5.494M,9.50M,-44.40B
2020-06-02,34.2,671.129K,14.70%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.42%,5.494M,9.50M,-44.40B
2020-06-03,34.2,671.129K,14.70%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.37%,9.935M,9.50M,-44.40B
2020-06-04,34.2,397.016K,14.70%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.37%,9.935M,9.50M,-49.40B
2020-06-05,34.7,397.016K,13.30%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.37%,9.935M,9.50M,-49.40B
2020-06-08,34.7,397.016K,13.30%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.37%,9.935M,9.50M,-49.40B
2020-06-09,34.7,397.016K,13.30%,0.55%,-0.40%,0.25%,59.5,3.20%,32.3,3.37%,9.935M,9.50M,-49.40B
2020-06-10,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.20%,32.3,3.38%,1.568M,9.50M,-49.40B
2020-06-11,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.20%,32.3,3.38%,1.568M,9.50M,-49.40B
2020-06-12,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.38%,1.568M,9.50M,-49.40B
2020-06-15,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.38%,1.568M,9.50M,-49.40B
2020-06-16,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.38%,1.568M,9.50M,-49.40B
2020-06-17,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,-1.358M,9.50M,-49.40B
2020-06-18,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,-1.358M,9.50M,-49.40B
2020-06-19,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,-1.358M,9.50M,-49.40B
2020-06-22,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,-1.358M,9.50M,-49.40B
2020-06-23,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,-1.358M,9.50M,-49.40B
2020-06-24,34.7,397.016K,13.30%,0.55%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,0.249M,9.50M,-49.40B
2020-06-25,34.7,397.016K,13.30%,0.51%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,0.249M,9.50M,-49.40B
2020-06-26,34.7,397.016K,13.30%,0.51%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,0.249M,9.50M,-49.40B
2020-06-29,34.7,397.016K,13.30%,0.51%,-0.10%,0.25%,59.5,3.00%,32.3,3.30%,0.249M,9.50M,-49.40B
2020-06-30,34.7,397.016K,13.30%,0.51%,-0.10%,0.25%,59.5,3.00%,36.6,3.30%,0.249M,9.50M,-49.40B
